最高分,最低分,人数,累计,省级行政区,综合,年份,总分(裸分),模式
611,611,250,5250,河南,历史类,2024,750,传统文理
610,610,250,5500,河南,历史类,2024,750,传统文理
609,609,400,5900,河南,历史类,2024,750,传统文理
608,608,400,6300,河南,历史类,2024,750,传统文理
607,607,400,6700,河南,历史类,2024,750,传统文理
606,606,400,7100,河南,历史类,2024,750,传统文理
605,605,400,7500,河南,历史类,2024,750,传统文理
604,604,400,7900,河南,历史类,2024,750,传统文理
603,603,400,8300,河南,历史类,2024,750,传统文理
602,602,400,8700,河南,历史类,2024,750,传统文理
601,601,400,9100,河南,历史类,2024,750,传统文理
600,600,400,9500,河南,历史类,2024,750,传统文理
599,599,550,10050,河南,历史类,2024,750,传统文理
598,598,550,10600,河南,历史类,2024,750,传统文理
597,597,550,11150,河南,历史类,2024,750,传统文理
596,596,550,11700,河南,历史类,2024,750,传统文理
595,595,550,12250,河南,历史类,2024,750,传统文理
594,594,550,12800,河南,历史类,2024,750,传统文理
593,593,550,13350,河南,历史类,2024,750,传统文理
592,592,550,13900,河南,历史类,2024,750,传统文理
591,591,550,14450,河南,历史类,2024,750,传统文理
590,590,550,15000,河南,历史类,2024,750,传统文理
589,589,700,15700,河南,历史类,2024,750,传统文理
588,588,700,16400,河南,历史类,2024,750,传统文理
587,587,700,17100,河南,历史类,2024,750,传统文理
586,586,700,17800,河南,历史类,2024,750,传统文理
585,585,700,18500,河南,历史类,2024,750,传统文理
584,584,700,19200,河南,历史类,2024,750,传统文理
583,583,700,19900,河南,历史类,2024,750,传统文理
582,582,700,20600,河南,历史类,2024,750,传统文理
581,581,700,21300,河南,历史类,2024,750,传统文理
580,580,700,22000,河南,历史类,2024,750,传统文理
579,579,900,22900,河南,历史类,2024,750,传统文理
578,578,900,23800,河南,历史类,2024,750,传统文理
577,577,900,24700,河南,历史类,2024,750,传统文理
576,576,900,25600,河南,历史类,2024,750,传统文理
575,575,900,26500,河南,历史类,2024,750,传统文理
574,574,900,27400,河南,历史类,2024,750,传统文理
573,573,900,28300,河南,历史类,2024,750,传统文理
572,572,900,29200,河南,历史类,2024,750,传统文理
571,571,900,30100,河南,历史类,2024,750,传统文理
570,570,900,31000,河南,历史类,2024,750,传统文理
569,569,1100,32100,河南,历史类,2024,750,传统文理
568,568,1100,33200,河南,历史类,2024,750,传统文理
567,567,1100,34300,河南,历史类,2024,750,传统文理
566,566,1100,35400,河南,历史类,2024,750,传统文理
565,565,1100,36500,河南,历史类,2024,750,传统文理
564,564,1100,37600,河南,历史类,2024,750,传统文理
563,563,1100,38700,河南,历史类,2024,750,传统文理
562,562,1100,39800,河南,历史类,2024,750,传统文理
561,561,1100,40900,河南,历史类,2024,750,传统文理
560,560,1100,42000,河南,历史类,2024,750,传统文理
559,559,1300,43300,河南,历史类,2024,750,传统文理
558,558,1300,44600,河南,历史类,2024,750,传统文理
557,557,1300,45900,河南,历史类,2024,750,传统文理
556,556,1300,47200,河南,历史类,2024,750,传统文理
555,555,1300,48500,河南,历史类,2024,750,传统文理
554,554,1300,49800,河南,历史类,2024,750,传统文理
553,553,1300,51100,河南,历史类,2024,750,传统文理
552,552,1300,52400,河南,历史类,2024,750,传统文理
551,551,1300,53700,河南,历史类,2024,750,传统文理
550,550,1300,55000,河南,历史类,2024,750,传统文理
549,549,1500,56500,河南,历史类,2024,750,传统文理
548,548,1500,58000,河南,历史类,2024,750,传统文理
547,547,1500,59500,河南,历史类,2024,750,传统文理
546,546,1500,61000,河南,历史类,2024,750,传统文理
545,545,1500,62500,河南,历史类,2024,750,传统文理
544,544,1500,64000,河南,历史类,2024,750,传统文理
543,543,1500,65500,河南,历史类,2024,750,传统文理
542,542,1500,67000,河南,历史类,2024,750,传统文理
541,541,1500,68500,河南,历史类,2024,750,传统文理
540,540,1500,70000,河南,历史类,2024,750,传统文理
539,539,1600,71600,河南,历史类,2024,750,传统文理
538,538,1600,73200,河南,历史类,2024,750,传统文理
537,537,1600,74800,河南,历史类,2024,750,传统文理
536,536,1600,76400,河南,历史类,2024,750,传统文理
535,535,1600,78000,河南,历史类,2024,750,传统文理
534,534,1600,79600,河南,历史类,2024,750,传统文理
533,533,1600,81200,河南,历史类,2024,750,传统文理
532,532,1600,82800,河南,历史类,2024,750,传统文理
531,531,1600,84400,河南,历史类,2024,750,传统文理
530,530,1600,86000,河南,历史类,2024,750,传统文理
529,529,1777,87777,河南,历史类,2024,750,传统文理
528,528,1778,89555,河南,历史类,2024,750,传统文理
527,527,1778,91333,河南,历史类,2024,750,传统文理
526,526,1778,93111,河南,历史类,2024,750,传统文理
525,525,1777,94888,河南,历史类,2024,750,传统文理
524,524,1778,96666,河南,历史类,2024,750,传统文理
523,523,1778,98444,河南,历史类,2024,750,传统文理
522,522,1778,100222,河南,历史类,2024,750,传统文理
521,521,1778,102000,河南,历史类,2024,750,传统文理
520,520,2000,104000,河南,历史类,2024,750,传统文理
519,519,1700,105700,河南,历史类,2024,750,传统文理
518,518,1700,107400,河南,历史类,2024,750,传统文理
517,517,1700,109100,河南,历史类,2024,750,传统文理
516,516,1700,110800,河南,历史类,2024,750,传统文理
515,515,1700,112500,河南,历史类,2024,750,传统文理
514,514,1700,114200,河南,历史类,2024,750,传统文理
513,513,1700,115900,河南,历史类,2024,750,传统文理
512,512,1700,117600,河南,历史类,2024,750,传统文理
511,511,1700,119300,河南,历史类,2024,750,传统文理
510,510,1700,121000,河南,历史类,2024,750,传统文理
509,509,1700,122700,河南,历史类,2024,750,传统文理
508,508,1700,124400,河南,历史类,2024,750,传统文理
507,507,1700,126100,河南,历史类,2024,750,传统文理
506,506,1700,127800,河南,历史类,2024,750,传统文理
505,505,1700,129500,河南,历史类,2024,750,传统文理
504,504,1700,131200,河南,历史类,2024,750,传统文理
503,503,1700,132900,河南,历史类,2024,750,传统文理
502,502,1700,134600,河南,历史类,2024,750,传统文理
501,501,1700,136300,河南,历史类,2024,750,传统文理
500,500,1700,138000,河南,历史类,2024,750,传统文理
499,499,1700,139700,河南,历史类,2024,750,传统文理
498,498,1700,141400,河南,历史类,2024,750,传统文理
497,497,1700,143100,河南,历史类,2024,750,传统文理
496,496,1700,144800,河南,历史类,2024,750,传统文理
495,495,1700,146500,河南,历史类,2024,750,传统文理
494,494,1700,148200,河南,历史类,2024,750,传统文理
493,493,1700,149900,河南,历史类,2024,750,传统文理
492,492,1700,151600,河南,历史类,2024,750,传统文理
491,491,1700,153300,河南,历史类,2024,750,传统文理
490,490,1700,155000,河南,历史类,2024,750,传统文理
489,489,1700,156700,河南,历史类,2024,750,传统文理
488,488,1700,158400,河南,历史类,2024,750,传统文理
487,487,1700,160100,河南,历史类,2024,750,传统文理
486,486,1700,161800,河南,历史类,2024,750,传统文理
485,485,1700,163500,河南,历史类,2024,750,传统文理
484,484,1700,165200,河南,历史类,2024,750,传统文理
483,483,1700,166900,河南,历史类,2024,750,传统文理
482,482,1700,168600,河南,历史类,2024,750,传统文理
481,481,1700,170300,河南,历史类,2024,750,传统文理
480,480,1700,172000,河南,历史类,2024,750,传统文理
479,479,1700,173700,河南,历史类,2024,750,传统文理
478,478,1700,175400,河南,历史类,2024,750,传统文理
477,477,1700,177100,河南,历史类,2024,750,传统文理
476,476,1700,178800,河南,历史类,2024,750,传统文理
475,475,1700,180500,河南,历史类,2024,750,传统文理
474,474,1700,182200,河南,历史类,2024,750,传统文理
473,473,1700,183900,河南,历史类,2024,750,传统文理
472,472,1700,185600,河南,历史类,2024,750,传统文理
471,471,1700,187300,河南,历史类,2024,750,传统文理
470,470,1700,189000,河南,历史类,2024,750,传统文理
469,469,1700,190700,河南,历史类,2024,750,传统文理
468,468,1700,192400,河南,历史类,2024,750,传统文理
467,467,1700,194100,河南,历史类,2024,750,传统文理
466,466,1700,195800,河南,历史类,2024,750,传统文理
465,465,1700,197500,河南,历史类,2024,750,传统文理
464,464,1700,199200,河南,历史类,2024,750,传统文理
463,463,1700,200900,河南,历史类,2024,750,传统文理
462,462,1700,202600,河南,历史类,2024,750,传统文理
461,461,1700,204300,河南,历史类,2024,750,传统文理
460,460,1700,206000,河南,历史类,2024,750,传统文理
459,459,1700,207700,河南,历史类,2024,750,传统文理
458,458,1700,209400,河南,历史类,2024,750,传统文理
457,457,1700,211100,河南,历史类,2024,750,传统文理
456,456,1700,212800,河南,历史类,2024,750,传统文理
455,455,1700,214500,河南,历史类,2024,750,传统文理
454,454,1700,216200,河南,历史类,2024,750,传统文理
453,453,1700,217900,河南,历史类,2024,750,传统文理
452,452,1700,219600,河南,历史类,2024,750,传统文理
451,451,1700,221300,河南,历史类,2024,750,传统文理
450,450,1700,223000,河南,历史类,2024,750,传统文理
449,449,1700,224700,河南,历史类,2024,750,传统文理
448,448,1700,226400,河南,历史类,2024,750,传统文理
447,447,1700,228100,河南,历史类,2024,750,传统文理
446,446,1700,229800,河南,历史类,2024,750,传统文理
445,445,1700,231500,河南,历史类,2024,750,传统文理
444,444,1700,233200,河南,历史类,2024,750,传统文理
443,443,1700,234900,河南,历史类,2024,750,传统文理
442,442,1700,236600,河南,历史类,2024,750,传统文理
441,441,1700,238300,河南,历史类,2024,750,传统文理
440,440,1700,240000,河南,历史类,2024,750,传统文理
439,439,1700,241700,河南,历史类,2024,750,传统文理
438,438,1700,243400,河南,历史类,2024,750,传统文理
437,437,1700,245100,河南,历史类,2024,750,传统文理
436,436,1700,246800,河南,历史类,2024,750,传统文理
435,435,1700,248500,河南,历史类,2024,750,传统文理
434,434,1700,250200,河南,历史类,2024,750,传统文理
433,433,1700,251900,河南,历史类,2024,750,传统文理
432,432,1700,253600,河南,历史类,2024,750,传统文理
431,431,1700,255300,河南,历史类,2024,750,传统文理
430,430,1700,257000,河南,历史类,2024,750,传统文理
429,429,1500,258500,河南,历史类,2024,750,传统文理
428,428,1500,260000,河南,历史类,2024,750,传统文理
427,427,1000,261000,河南,历史类,2024,750,传统文理
426,426,1000,262000,河南,历史类,2024,750,传统文理
425,425,1000,263000,河南,历史类,2024,750,传统文理
424,424,1000,264000,河南,历史类,2024,750,传统文理
423,423,1000,265000,河南,历史类,2024,750,传统文理
422,422,1000,266000,河南,历史类,2024,750,传统文理
421,421,1000,267000,河南,历史类,2024,750,传统文理
420,420,1000,268000,河南,历史类,2024,750,传统文理
419,419,1000,269000,河南,历史类,2024,750,传统文理
418,418,1000,270000,河南,历史类,2024,750,传统文理
417,417,1000,271000,河南,历史类,2024,750,传统文理
416,416,1000,272000,河南,历史类,2024,750,传统文理
415,415,1000,273000,河南,历史类,2024,750,传统文理
414,414,1000,274000,河南,历史类,2024,750,传统文理
413,413,1000,275000,河南,历史类,2024,750,传统文理
412,412,1000,276000,河南,历史类,2024,750,传统文理
411,411,1000,277000,河南,历史类,2024,750,传统文理
410,410,1000,278000,河南,历史类,2024,750,传统文理
409,409,1200,279200,河南,历史类,2024,750,传统文理
408,408,1200,280400,河南,历史类,2024,750,传统文理
407,407,1200,281600,河南,历史类,2024,750,传统文理
406,406,1200,282800,河南,历史类,2024,750,传统文理
405,405,1200,284000,河南,历史类,2024,750,传统文理
404,404,1200,285200,河南,历史类,2024,750,传统文理
403,403,1200,286400,河南,历史类,2024,750,传统文理
402,402,1200,287600,河南,历史类,2024,750,传统文理
401,401,1200,288800,河南,历史类,2024,750,传统文理
400,400,1200,290000,河南,历史类,2024,750,传统文理
399,399,1200,291200,河南,历史类,2024,750,传统文理
398,398,1200,292400,河南,历史类,2024,750,传统文理
397,397,1200,293600,河南,历史类,2024,750,传统文理
396,396,1200,294800,河南,历史类,2024,750,传统文理
395,395,1200,296000,河南,历史类,2024,750,传统文理
394,394,1200,297200,河南,历史类,2024,750,传统文理
393,393,1200,298400,河南,历史类,2024,750,传统文理
392,392,1200,299600,河南,历史类,2024,750,传统文理
391,391,1200,300800,河南,历史类,2024,750,传统文理
390,390,1200,302000,河南,历史类,2024,750,传统文理
389,389,1200,303200,河南,历史类,2024,750,传统文理
388,388,1200,304400,河南,历史类,2024,750,传统文理
387,387,1200,305600,河南,历史类,2024,750,传统文理
386,386,1200,306800,河南,历史类,2024,750,传统文理
385,385,1200,308000,河南,历史类,2024,750,传统文理
384,384,1200,309200,河南,历史类,2024,750,传统文理
383,383,1200,310400,河南,历史类,2024,750,传统文理
382,382,1200,311600,河南,历史类,2024,750,传统文理
381,381,1200,312800,河南,历史类,2024,750,传统文理
380,380,1200,314000,河南,历史类,2024,750,传统文理
379,379,1200,315200,河南,历史类,2024,750,传统文理
378,378,1200,316400,河南,历史类,2024,750,传统文理
377,377,1200,317600,河南,历史类,2024,750,传统文理
376,376,1200,318800,河南,历史类,2024,750,传统文理
375,375,1200,320000,河南,历史类,2024,750,传统文理
374,374,1200,321200,河南,历史类,2024,750,传统文理
373,373,1200,322400,河南,历史类,2024,750,传统文理
372,372,1200,323600,河南,历史类,2024,750,传统文理
371,371,1200,324800,河南,历史类,2024,750,传统文理
370,370,1200,326000,河南,历史类,2024,750,传统文理
369,369,1200,327200,河南,历史类,2024,750,传统文理
368,368,1200,328400,河南,历史类,2024,750,传统文理
367,367,1200,329600,河南,历史类,2024,750,传统文理
366,366,1200,330800,河南,历史类,2024,750,传统文理
365,365,1200,332000,河南,历史类,2024,750,传统文理
364,364,1200,333200,河南,历史类,2024,750,传统文理
363,363,1200,334400,河南,历史类,2024,750,传统文理
362,362,1200,335600,河南,历史类,2024,750,传统文理
361,361,1200,336800,河南,历史类,2024,750,传统文理
360,360,1200,338000,河南,历史类,2024,750,传统文理
359,359,1200,339200,河南,历史类,2024,750,传统文理
358,358,1200,340400,河南,历史类,2024,750,传统文理
357,357,1200,341600,河南,历史类,2024,750,传统文理
356,356,1200,342800,河南,历史类,2024,750,传统文理
355,355,1200,344000,河南,历史类,2024,750,传统文理
354,354,1200,345200,河南,历史类,2024,750,传统文理
353,353,1200,346400,河南,历史类,2024,750,传统文理
352,352,1200,347600,河南,历史类,2024,750,传统文理
351,351,1200,348800,河南,历史类,2024,750,传统文理
350,350,1200,350000,河南,历史类,2024,750,传统文理
349,349,1000,351000,河南,历史类,2024,750,传统文理
348,348,1000,352000,河南,历史类,2024,750,传统文理
347,347,1000,353000,河南,历史类,2024,750,传统文理
346,346,1000,354000,河南,历史类,2024,750,传统文理
345,345,1000,355000,河南,历史类,2024,750,传统文理
344,344,1000,356000,河南,历史类,2024,750,传统文理
343,343,1000,357000,河南,历史类,2024,750,传统文理
342,342,1000,358000,河南,历史类,2024,750,传统文理
341,341,1000,359000,河南,历史类,2024,750,传统文理
340,340,1000,360000,河南,历史类,2024,750,传统文理
339,339,1000,361000,河南,历史类,2024,750,传统文理
338,338,1000,362000,河南,历史类,2024,750,传统文理
337,337,1000,363000,河南,历史类,2024,750,传统文理
336,336,1000,364000,河南,历史类,2024,750,传统文理
335,335,1000,365000,河南,历史类,2024,750,传统文理
334,334,1000,366000,河南,历史类,2024,750,传统文理
333,333,1000,367000,河南,历史类,2024,750,传统文理
332,332,1000,368000,河南,历史类,2024,750,传统文理
331,331,1000,369000,河南,历史类,2024,750,传统文理
330,330,1000,370000,河南,历史类,2024,750,传统文理
329,329,1000,371000,河南,历史类,2024,750,传统文理
328,328,1000,372000,河南,历史类,2024,750,传统文理
327,327,1000,373000,河南,历史类,2024,750,传统文理
326,326,1000,374000,河南,历史类,2024,750,传统文理
325,325,1000,375000,河南,历史类,2024,750,传统文理
324,324,1000,376000,河南,历史类,2024,750,传统文理
323,323,1000,377000,河南,历史类,2024,750,传统文理
322,322,1000,378000,河南,历史类,2024,750,传统文理
321,321,1000,379000,河南,历史类,2024,750,传统文理
320,320,1000,380000,河南,历史类,2024,750,传统文理
319,319,1000,381000,河南,历史类,2024,750,传统文理
318,318,1000,382000,河南,历史类,2024,750,传统文理
317,317,1000,383000,河南,历史类,2024,750,传统文理
316,316,1000,384000,河南,历史类,2024,750,传统文理
315,315,1000,385000,河南,历史类,2024,750,传统文理
314,314,1000,386000,河南,历史类,2024,750,传统文理
313,313,1000,387000,河南,历史类,2024,750,传统文理
312,312,1000,388000,河南,历史类,2024,750,传统文理
311,311,1000,389000,河南,历史类,2024,750,传统文理
310,310,1000,390000,河南,历史类,2024,750,传统文理
309,309,800,390800,河南,历史类,2024,750,传统文理
308,308,800,391600,河南,历史类,2024,750,传统文理
307,307,800,392400,河南,历史类,2024,750,传统文理
306,306,800,393200,河南,历史类,2024,750,传统文理
305,305,800,394000,河南,历史类,2024,750,传统文理
304,304,800,394800,河南,历史类,2024,750,传统文理
303,303,800,395600,河南,历史类,2024,750,传统文理
302,302,800,396400,河南,历史类,2024,750,传统文理
301,301,800,397200,河南,历史类,2024,750,传统文理
300,300,800,398000,河南,历史类,2024,750,传统文理
299,299,800,398800,河南,历史类,2024,750,传统文理
298,298,800,399600,河南,历史类,2024,750,传统文理
297,297,800,400400,河南,历史类,2024,750,传统文理
296,296,800,401200,河南,历史类,2024,750,传统文理
295,295,800,402000,河南,历史类,2024,750,传统文理
294,294,800,402800,河南,历史类,2024,750,传统文理
293,293,800,403600,河南,历史类,2024,750,传统文理
292,292,800,404400,河南,历史类,2024,750,传统文理
291,291,800,405200,河南,历史类,2024,750,传统文理
290,290,800,406000,河南,历史类,2024,750,传统文理
289,289,800,406800,河南,历史类,2024,750,传统文理
288,288,800,407600,河南,历史类,2024,750,传统文理
287,287,800,408400,河南,历史类,2024,750,传统文理
286,286,800,409200,河南,历史类,2024,750,传统文理
285,285,800,410000,河南,历史类,2024,750,传统文理
284,284,800,410800,河南,历史类,2024,750,传统文理
283,283,800,411600,河南,历史类,2024,750,传统文理
282,282,800,412400,河南,历史类,2024,750,传统文理
281,281,800,413200,河南,历史类,2024,750,传统文理
280,280,800,414000,河南,历史类,2024,750,传统文理
279,279,800,414800,河南,历史类,2024,750,传统文理
278,278,800,415600,河南,历史类,2024,750,传统文理
277,277,800,416400,河南,历史类,2024,750,传统文理
276,276,800,417200,河南,历史类,2024,750,传统文理
275,275,800,418000,河南,历史类,2024,750,传统文理
274,274,800,418800,河南,历史类,2024,750,传统文理
273,273,800,419600,河南,历史类,2024,750,传统文理
272,272,800,420400,河南,历史类,2024,750,传统文理
271,271,800,421200,河南,历史类,2024,750,传统文理
270,270,800,422000,河南,历史类,2024,750,传统文理
269,269,600,422600,河南,历史类,2024,750,传统文理
268,268,600,423200,河南,历史类,2024,750,传统文理
267,267,600,423800,河南,历史类,2024,750,传统文理
266,266,600,424400,河南,历史类,2024,750,传统文理
265,265,600,425000,河南,历史类,2024,750,传统文理
264,264,600,425600,河南,历史类,2024,750,传统文理
263,263,600,426200,河南,历史类,2024,750,传统文理
262,262,600,426800,河南,历史类,2024,750,传统文理
261,261,600,427400,河南,历史类,2024,750,传统文理
260,260,600,428000,河南,历史类,2024,750,传统文理
259,259,600,428600,河南,历史类,2024,750,传统文理
258,258,600,429200,河南,历史类,2024,750,传统文理
257,257,600,429800,河南,历史类,2024,750,传统文理
256,256,600,430400,河南,历史类,2024,750,传统文理
255,255,600,431000,河南,历史类,2024,750,传统文理
254,254,600,431600,河南,历史类,2024,750,传统文理
253,253,600,432200,河南,历史类,2024,750,传统文理
252,252,600,432800,河南,历史类,2024,750,传统文理
251,251,600,433400,河南,历史类,2024,750,传统文理
250,250,600,434000,河南,历史类,2024,750,传统文理
249,249,600,434600,河南,历史类,2024,750,传统文理
248,248,600,435200,河南,历史类,2024,750,传统文理
247,247,600,435800,河南,历史类,2024,750,传统文理
246,246,600,436400,河南,历史类,2024,750,传统文理
245,245,600,437000,河南,历史类,2024,750,传统文理
244,244,600,437600,河南,历史类,2024,750,传统文理
243,243,600,438200,河南,历史类,2024,750,传统文理
242,242,600,438800,河南,历史类,2024,750,传统文理
241,241,600,439400,河南,历史类,2024,750,传统文理
240,240,600,440000,河南,历史类,2024,750,传统文理
239,239,500,440500,河南,历史类,2024,750,传统文理
238,238,500,441000,河南,历史类,2024,750,传统文理
237,237,500,441500,河南,历史类,2024,750,传统文理
236,236,500,442000,河南,历史类,2024,750,传统文理
235,235,500,442500,河南,历史类,2024,750,传统文理
234,234,500,443000,河南,历史类,2024,750,传统文理
233,233,500,443500,河南,历史类,2024,750,传统文理
232,232,500,444000,河南,历史类,2024,750,传统文理
231,231,500,444500,河南,历史类,2024,750,传统文理
230,230,500,445000,河南,历史类,2024,750,传统文理
229,229,500,445500,河南,历史类,2024,750,传统文理
228,228,500,446000,河南,历史类,2024,750,传统文理
227,227,500,446500,河南,历史类,2024,750,传统文理
226,226,500,447000,河南,历史类,2024,750,传统文理
225,225,500,447500,河南,历史类,2024,750,传统文理
224,224,500,448000,河南,历史类,2024,750,传统文理
223,223,500,448500,河南,历史类,2024,750,传统文理
222,222,500,449000,河南,历史类,2024,750,传统文理
221,221,500,449500,河南,历史类,2024,750,传统文理
220,220,500,450000,河南,历史类,2024,750,传统文理
219,219,400,450400,河南,历史类,2024,750,传统文理
218,218,400,450800,河南,历史类,2024,750,传统文理
217,217,400,451200,河南,历史类,2024,750,传统文理
216,216,400,451600,河南,历史类,2024,750,传统文理
215,215,400,452000,河南,历史类,2024,750,传统文理
214,214,400,452400,河南,历史类,2024,750,传统文理
213,213,400,452800,河南,历史类,2024,750,传统文理
212,212,400,453200,河南,历史类,2024,750,传统文理
211,211,400,453600,河南,历史类,2024,750,传统文理
210,210,400,454000,河南,历史类,2024,750,传统文理
209,209,400,454400,河南,历史类,2024,750,传统文理
208,208,400,454800,河南,历史类,2024,750,传统文理
207,207,400,455200,河南,历史类,2024,750,传统文理
206,206,400,455600,河南,历史类,2024,750,传统文理
205,205,400,456000,河南,历史类,2024,750,传统文理
204,204,400,456400,河南,历史类,2024,750,传统文理
203,203,400,456800,河南,历史类,2024,750,传统文理
202,202,400,457200,河南,历史类,2024,750,传统文理
201,201,400,457600,河南,历史类,2024,750,传统文理
200,200,400,458000,河南,历史类,2024,750,传统文理
