最高分,最低分,人数,累计,省级行政区,综合,年份,总分(裸分),模式
115,115,3,554984,河南,物理类,2025,750,3+1+2
114,114,3,554987,河南,物理类,2025,750,3+1+2
113,113,3,554990,河南,物理类,2025,750,3+1+2
112,112,4,554994,河南,物理类,2025,750,3+1+2
110,110,8,555002,河南,物理类,2025,750,3+1+2
108,108,10,555012,河南,物理类,2025,750,3+1+2
107,107,5,555017,河南,物理类,2025,750,3+1+2
106,106,6,555023,河南,物理类,2025,750,3+1+2
105,105,4,555027,河南,物理类,2025,750,3+1+2
686,686,12,12,河南,历史类,2025,750,3+1+2
684,684,1,13,河南,历史类,2025,750,3+1+2
683,683,1,14,河南,历史类,2025,750,3+1+2
682,682,5,19,河南,历史类,2025,750,3+1+2
681,681,4,23,河南,历史类,2025,750,3+1+2
680,680,2,25,河南,历史类,2025,750,3+1+2
679,679,2,27,河南,历史类,2025,750,3+1+2
678,678,2,29,河南,历史类,2025,750,3+1+2
675,675,12,41,河南,历史类,2025,750,3+1+2
674,674,7,48,河南,历史类,2025,750,3+1+2
673,673,13,61,河南,历史类,2025,750,3+1+2
672,672,6,67,河南,历史类,2025,750,3+1+2
671,671,10,77,河南,历史类,2025,750,3+1+2
670,670,11,88,河南,历史类,2025,750,3+1+2
669,669,9,97,河南,历史类,2025,750,3+1+2
668,668,11,108,河南,历史类,2025,750,3+1+2
667,667,13,121,河南,历史类,2025,750,3+1+2
666,666,12,133,河南,历史类,2025,750,3+1+2
665,665,9,142,河南,历史类,2025,750,3+1+2
664,664,13,155,河南,历史类,2025,750,3+1+2
662,662,33,188,河南,历史类,2025,750,3+1+2
660,660,22,210,河南,历史类,2025,750,3+1+2
659,659,17,227,河南,历史类,2025,750,3+1+2
658,658,15,242,河南,历史类,2025,750,3+1+2
657,657,18,260,河南,历史类,2025,750,3+1+2
656,656,25,285,河南,历史类,2025,750,3+1+2
655,655,24,309,河南,历史类,2025,750,3+1+2
654,654,24,333,河南,历史类,2025,750,3+1+2
652,652,59,392,河南,历史类,2025,750,3+1+2
650,650,58,450,河南,历史类,2025,750,3+1+2
649,649,32,482,河南,历史类,2025,750,3+1+2
648,648,36,518,河南,历史类,2025,750,3+1+2
647,647,31,549,河南,历史类,2025,750,3+1+2
646,646,29,578,河南,历史类,2025,750,3+1+2
645,645,36,614,河南,历史类,2025,750,3+1+2
644,644,46,660,河南,历史类,2025,750,3+1+2
643,643,60,720,河南,历史类,2025,750,3+1+2
642,642,54,774,河南,历史类,2025,750,3+1+2
641,641,47,821,河南,历史类,2025,750,3+1+2
640,640,53,874,河南,历史类,2025,750,3+1+2
639,639,62,936,河南,历史类,2025,750,3+1+2
637,637,111,1047,河南,历史类,2025,750,3+1+2
635,635,133,1180,河南,历史类,2025,750,3+1+2
634,634,60,1240,河南,历史类,2025,750,3+1+2
633,633,73,1313,河南,历史类,2025,750,3+1+2
632,632,69,1382,河南,历史类,2025,750,3+1+2
631,631,93,1475,河南,历史类,2025,750,3+1+2
630,630,72,1547,河南,历史类,2025,750,3+1+2
627,627,286,1833,河南,历史类,2025,750,3+1+2
626,626,90,1923,河南,历史类,2025,750,3+1+2
625,625,109,2032,河南,历史类,2025,750,3+1+2
624,624,126,2158,河南,历史类,2025,750,3+1+2
623,623,110,2268,河南,历史类,2025,750,3+1+2
622,622,107,2375,河南,历史类,2025,750,3+1+2
621,621,125,2500,河南,历史类,2025,750,3+1+2
620,620,108,2608,河南,历史类,2025,750,3+1+2
619,619,146,2754,河南,历史类,2025,750,3+1+2
618,618,147,2901,河南,历史类,2025,750,3+1+2
617,617,129,3030,河南,历史类,2025,750,3+1+2
616,616,155,3185,河南,历史类,2025,750,3+1+2
615,615,152,3337,河南,历史类,2025,750,3+1+2
614,614,143,3480,河南,历史类,2025,750,3+1+2
612,612,338,3818,河南,历史类,2025,750,3+1+2
611,611,154,3972,河南,历史类,2025,750,3+1+2
610,610,169,4141,河南,历史类,2025,750,3+1+2
609,609,212,4353,河南,历史类,2025,750,3+1+2
608,608,189,4542,河南,历史类,2025,750,3+1+2
607,607,183,4725,河南,历史类,2025,750,3+1+2
606,606,191,4916,河南,历史类,2025,750,3+1+2
605,605,189,5105,河南,历史类,2025,750,3+1+2
604,604,206,5311,河南,历史类,2025,750,3+1+2
603,603,189,5500,河南,历史类,2025,750,3+1+2
602,602,207,5707,河南,历史类,2025,750,3+1+2
601,601,222,5929,河南,历史类,2025,750,3+1+2
600,600,249,6178,河南,历史类,2025,750,3+1+2
599,599,232,6410,河南,历史类,2025,750,3+1+2
598,598,254,6664,河南,历史类,2025,750,3+1+2
597,597,268,6932,河南,历史类,2025,750,3+1+2
594,594,773,7705,河南,历史类,2025,750,3+1+2
593,593,273,7978,河南,历史类,2025,750,3+1+2
592,592,304,8282,河南,历史类,2025,750,3+1+2
591,591,303,8585,河南,历史类,2025,750,3+1+2
590,590,318,8903,河南,历史类,2025,750,3+1+2
589,589,284,9187,河南,历史类,2025,750,3+1+2
588,588,301,9488,河南,历史类,2025,750,3+1+2
587,587,328,9816,河南,历史类,2025,750,3+1+2
586,586,324,10140,河南,历史类,2025,750,3+1+2
585,585,348,10488,河南,历史类,2025,750,3+1+2
584,584,337,10825,河南,历史类,2025,750,3+1+2
583,583,356,11181,河南,历史类,2025,750,3+1+2
582,582,380,11561,河南,历史类,2025,750,3+1+2
579,579,1131,12692,河南,历史类,2025,750,3+1+2
578,578,403,13095,河南,历史类,2025,750,3+1+2
577,577,384,13479,河南,历史类,2025,750,3+1+2
576,576,417,13896,河南,历史类,2025,750,3+1+2
575,575,393,14289,河南,历史类,2025,750,3+1+2
574,574,386,14675,河南,历史类,2025,750,3+1+2
573,573,402,15077,河南,历史类,2025,750,3+1+2
571,571,812,15889,河南,历史类,2025,750,3+1+2
569,569,902,16791,河南,历史类,2025,750,3+1+2
568,568,443,17234,河南,历史类,2025,750,3+1+2
567,567,447,17681,河南,历史类,2025,750,3+1+2
566,566,489,18170,河南,历史类,2025,750,3+1+2
565,565,480,18650,河南,历史类,2025,750,3+1+2
564,564,494,19144,河南,历史类,2025,750,3+1+2
563,563,473,19617,河南,历史类,2025,750,3+1+2
562,562,498,20115,河南,历史类,2025,750,3+1+2
561,561,504,20619,河南,历史类,2025,750,3+1+2
560,560,504,21123,河南,历史类,2025,750,3+1+2
559,559,513,21636,河南,历史类,2025,750,3+1+2
558,558,529,22165,河南,历史类,2025,750,3+1+2
556,556,958,23123,河南,历史类,2025,750,3+1+2
554,554,1114,24237,河南,历史类,2025,750,3+1+2
553,553,516,24753,河南,历史类,2025,750,3+1+2
552,552,584,25337,河南,历史类,2025,750,3+1+2
551,551,596,25933,河南,历史类,2025,750,3+1+2
550,550,580,26513,河南,历史类,2025,750,3+1+2
549,549,563,27076,河南,历史类,2025,750,3+1+2
546,546,1736,28812,河南,历史类,2025,750,3+1+2
545,545,631,29443,河南,历史类,2025,750,3+1+2
544,544,599,30042,河南,历史类,2025,750,3+1+2
543,543,615,30657,河南,历史类,2025,750,3+1+2
542,542,579,31236,河南,历史类,2025,750,3+1+2
541,541,631,31867,河南,历史类,2025,750,3+1+2
540,540,605,32472,河南,历史类,2025,750,3+1+2
539,539,612,33084,河南,历史类,2025,750,3+1+2
538,538,637,33721,河南,历史类,2025,750,3+1+2
537,537,670,34391,河南,历史类,2025,750,3+1+2
536,536,684,35075,河南,历史类,2025,750,3+1+2
535,535,661,35736,河南,历史类,2025,750,3+1+2
534,534,674,36410,河南,历史类,2025,750,3+1+2
533,533,703,37113,河南,历史类,2025,750,3+1+2
531,531,1375,38488,河南,历史类,2025,750,3+1+2
530,530,719,39207,河南,历史类,2025,750,3+1+2
529,529,743,39950,河南,历史类,2025,750,3+1+2
528,528,713,40663,河南,历史类,2025,750,3+1+2
527,527,717,41380,河南,历史类,2025,750,3+1+2
526,526,706,42086,河南,历史类,2025,750,3+1+2
525,525,735,42821,河南,历史类,2025,750,3+1+2
524,524,717,43538,河南,历史类,2025,750,3+1+2
523,523,744,44282,河南,历史类,2025,750,3+1+2
522,522,800,45082,河南,历史类,2025,750,3+1+2
521,521,796,45878,河南,历史类,2025,750,3+1+2
520,520,713,46591,河南,历史类,2025,750,3+1+2
519,519,725,47316,河南,历史类,2025,750,3+1+2
518,518,779,48095,河南,历史类,2025,750,3+1+2
517,517,758,48853,河南,历史类,2025,750,3+1+2
516,516,780,49633,河南,历史类,2025,750,3+1+2
513,513,2441,52074,河南,历史类,2025,750,3+1+2
512,512,758,52832,河南,历史类,2025,750,3+1+2
511,511,756,53588,河南,历史类,2025,750,3+1+2
510,510,832,54420,河南,历史类,2025,750,3+1+2
509,509,775,55195,河南,历史类,2025,750,3+1+2
508,508,822,56017,河南,历史类,2025,750,3+1+2
507,507,829,56846,河南,历史类,2025,750,3+1+2
506,506,816,57662,河南,历史类,2025,750,3+1+2
505,505,822,58484,河南,历史类,2025,750,3+1+2
504,504,838,59322,河南,历史类,2025,750,3+1+2
503,503,866,60188,河南,历史类,2025,750,3+1+2
502,502,876,61064,河南,历史类,2025,750,3+1+2
501,501,831,61895,河南,历史类,2025,750,3+1+2
500,500,848,62743,河南,历史类,2025,750,3+1+2
498,498,1730,64473,河南,历史类,2025,750,3+1+2
497,497,859,65332,河南,历史类,2025,750,3+1+2
496,496,889,66221,河南,历史类,2025,750,3+1+2
495,495,910,67131,河南,历史类,2025,750,3+1+2
494,494,910,68041,河南,历史类,2025,750,3+1+2
493,493,946,68987,河南,历史类,2025,750,3+1+2
492,492,891,69878,河南,历史类,2025,750,3+1+2
490,490,1832,71710,河南,历史类,2025,750,3+1+2
488,488,1842,73552,河南,历史类,2025,750,3+1+2
487,487,959,74511,河南,历史类,2025,750,3+1+2
486,486,961,75472,河南,历史类,2025,750,3+1+2
485,485,1023,76495,河南,历史类,2025,750,3+1+2
484,484,939,77434,河南,历史类,2025,750,3+1+2
483,483,960,78394,河南,历史类,2025,750,3+1+2
482,482,959,79353,河南,历史类,2025,750,3+1+2
481,481,981,80334,河南,历史类,2025,750,3+1+2
480,480,946,81280,河南,历史类,2025,750,3+1+2
479,479,949,82229,河南,历史类,2025,750,3+1+2
478,478,919,83148,河南,历史类,2025,750,3+1+2
475,475,2995,86143,河南,历史类,2025,750,3+1+2
473,473,2034,88177,河南,历史类,2025,750,3+1+2
472,472,1047,89224,河南,历史类,2025,750,3+1+2
471,471,950,90174,河南,历史类,2025,750,3+1+2
470,470,985,91159,河南,历史类,2025,750,3+1+2
469,469,1039,92198,河南,历史类,2025,750,3+1+2
468,468,1048,93246,河南,历史类,2025,750,3+1+2
465,465,3134,96380,河南,历史类,2025,750,3+1+2
464,464,1019,97399,河南,历史类,2025,750,3+1+2
463,463,1033,98432,河南,历史类,2025,750,3+1+2
462,462,1069,99501,河南,历史类,2025,750,3+1+2
461,461,1066,100567,河南,历史类,2025,750,3+1+2
460,460,1080,101647,河南,历史类,2025,750,3+1+2
459,459,1089,102736,河南,历史类,2025,750,3+1+2
458,458,1071,103807,河南,历史类,2025,750,3+1+2
457,457,1128,104935,河南,历史类,2025,750,3+1+2
456,456,1115,106050,河南,历史类,2025,750,3+1+2
455,455,1123,107173,河南,历史类,2025,750,3+1+2
454,454,1032,108205,河南,历史类,2025,750,3+1+2
453,453,1100,109305,河南,历史类,2025,750,3+1+2
452,452,1074,110379,河南,历史类,2025,750,3+1+2
450,450,2165,112544,河南,历史类,2025,750,3+1+2
449,449,1106,113650,河南,历史类,2025,750,3+1+2
448,448,1134,114784,河南,历史类,2025,750,3+1+2
447,447,1129,115913,河南,历史类,2025,750,3+1+2
446,446,1099,117012,河南,历史类,2025,750,3+1+2
445,445,1144,118156,河南,历史类,2025,750,3+1+2
444,444,1133,119289,河南,历史类,2025,750,3+1+2
443,443,1149,120438,河南,历史类,2025,750,3+1+2
442,442,1127,121565,河南,历史类,2025,750,3+1+2
441,441,1131,122696,河南,历史类,2025,750,3+1+2
440,440,1162,123858,河南,历史类,2025,750,3+1+2
439,439,1183,125041,河南,历史类,2025,750,3+1+2
438,438,1171,126212,河南,历史类,2025,750,3+1+2
437,437,1152,127364,河南,历史类,2025,750,3+1+2
436,436,1190,128554,河南,历史类,2025,750,3+1+2
435,435,1168,129722,河南,历史类,2025,750,3+1+2
431,431,4683,134405,河南,历史类,2025,750,3+1+2
430,430,1165,135570,河南,历史类,2025,750,3+1+2
429,429,1159,136729,河南,历史类,2025,750,3+1+2
428,428,1218,137947,河南,历史类,2025,750,3+1+2
427,427,1204,139151,河南,历史类,2025,750,3+1+2
426,426,1221,140372,河南,历史类,2025,750,3+1+2
425,425,1183,141555,河南,历史类,2025,750,3+1+2
424,424,1196,142751,河南,历史类,2025,750,3+1+2
423,423,1212,143963,河南,历史类,2025,750,3+1+2
422,422,1164,145127,河南,历史类,2025,750,3+1+2
421,421,1236,146363,河南,历史类,2025,750,3+1+2
420,420,1232,147595,河南,历史类,2025,750,3+1+2
419,419,1260,148855,河南,历史类,2025,750,3+1+2
417,417,2491,151346,河南,历史类,2025,750,3+1+2
416,416,1235,152581,河南,历史类,2025,750,3+1+2
415,415,1224,153805,河南,历史类,2025,750,3+1+2
414,414,1226,155031,河南,历史类,2025,750,3+1+2
413,413,1257,156288,河南,历史类,2025,750,3+1+2
412,412,1227,157515,河南,历史类,2025,750,3+1+2
411,411,1325,158840,河南,历史类,2025,750,3+1+2
409,409,2519,161359,河南,历史类,2025,750,3+1+2
407,407,2492,163851,河南,历史类,2025,750,3+1+2
406,406,1196,165047,河南,历史类,2025,750,3+1+2
405,405,1257,166304,河南,历史类,2025,750,3+1+2
404,404,1281,167585,河南,历史类,2025,750,3+1+2
403,403,1272,168857,河南,历史类,2025,750,3+1+2
402,402,1248,170105,河南,历史类,2025,750,3+1+2
401,401,1357,171462,河南,历史类,2025,750,3+1+2
400,400,1301,172763,河南,历史类,2025,750,3+1+2
399,399,1359,174122,河南,历史类,2025,750,3+1+2
398,398,1285,175407,河南,历史类,2025,750,3+1+2
397,397,1289,176696,河南,历史类,2025,750,3+1+2
394,394,3908,180604,河南,历史类,2025,750,3+1+2
392,392,2550,183154,河南,历史类,2025,750,3+1+2
391,391,1300,184454,河南,历史类,2025,750,3+1+2
390,390,1240,185694,河南,历史类,2025,750,3+1+2
389,389,1248,186942,河南,历史类,2025,750,3+1+2
388,388,1304,188246,河南,历史类,2025,750,3+1+2
387,387,1308,189554,河南,历史类,2025,750,3+1+2
384,384,3906,193460,河南,历史类,2025,750,3+1+2
383,383,1332,194792,河南,历史类,2025,750,3+1+2
382,382,1302,196094,河南,历史类,2025,750,3+1+2
381,381,1394,197488,河南,历史类,2025,750,3+1+2
380,380,1335,198823,河南,历史类,2025,750,3+1+2
379,379,1319,200142,河南,历史类,2025,750,3+1+2
378,378,1336,201478,河南,历史类,2025,750,3+1+2
377,377,1297,202775,河南,历史类,2025,750,3+1+2
376,376,1401,204176,河南,历史类,2025,750,3+1+2
375,375,1371,205547,河南,历史类,2025,750,3+1+2
374,374,1337,206884,河南,历史类,2025,750,3+1+2
373,373,1290,208174,河南,历史类,2025,750,3+1+2
372,372,1375,209549,河南,历史类,2025,750,3+1+2
371,371,1295,210844,河南,历史类,2025,750,3+1+2
369,369,2504,213348,河南,历史类,2025,750,3+1+2
368,368,1291,214639,河南,历史类,2025,750,3+1+2
367,367,1323,215962,河南,历史类,2025,750,3+1+2
366,366,1324,217286,河南,历史类,2025,750,3+1+2
365,365,1286,218572,河南,历史类,2025,750,3+1+2
364,364,1244,219816,河南,历史类,2025,750,3+1+2
363,363,1304,221120,河南,历史类,2025,750,3+1+2
362,362,1269,222389,河南,历史类,2025,750,3+1+2
361,361,1337,223726,河南,历史类,2025,750,3+1+2
360,360,1311,225037,河南,历史类,2025,750,3+1+2
359,359,1313,226350,河南,历史类,2025,750,3+1+2
358,358,1288,227638,河南,历史类,2025,750,3+1+2
357,357,1300,228938,河南,历史类,2025,750,3+1+2
356,356,1263,230201,河南,历史类,2025,750,3+1+2
355,355,1311,231512,河南,历史类,2025,750,3+1+2
354,354,1328,232840,河南,历史类,2025,750,3+1+2
350,350,5031,237871,河南,历史类,2025,750,3+1+2
349,349,1195,239066,河南,历史类,2025,750,3+1+2
348,348,1215,240281,河南,历史类,2025,750,3+1+2
347,347,1257,241538,河南,历史类,2025,750,3+1+2
346,346,1277,242815,河南,历史类,2025,750,3+1+2
345,345,1234,244049,河南,历史类,2025,750,3+1+2
344,344,1179,245228,河南,历史类,2025,750,3+1+2
343,343,1203,246431,河南,历史类,2025,750,3+1+2
342,342,1221,247652,河南,历史类,2025,750,3+1+2
341,341,1206,248858,河南,历史类,2025,750,3+1+2
340,340,1196,250054,河南,历史类,2025,750,3+1+2
338,338,2438,252492,河南,历史类,2025,750,3+1+2
336,336,2378,254870,河南,历史类,2025,750,3+1+2
335,335,1180,256050,河南,历史类,2025,750,3+1+2
334,334,1135,257185,河南,历史类,2025,750,3+1+2
333,333,1189,258374,河南,历史类,2025,750,3+1+2
332,332,1204,259578,河南,历史类,2025,750,3+1+2
331,331,1145,260723,河南,历史类,2025,750,3+1+2
330,330,1182,261905,河南,历史类,2025,750,3+1+2
328,328,2274,264179,河南,历史类,2025,750,3+1+2
326,326,2208,266387,河南,历史类,2025,750,3+1+2
325,325,1170,267557,河南,历史类,2025,750,3+1+2
324,324,1151,268708,河南,历史类,2025,750,3+1+2
323,323,1122,269830,河南,历史类,2025,750,3+1+2
322,322,1117,270947,河南,历史类,2025,750,3+1+2
321,321,1101,272048,河南,历史类,2025,750,3+1+2
320,320,1054,273102,河南,历史类,2025,750,3+1+2
319,319,1074,274176,河南,历史类,2025,750,3+1+2
318,318,1145,275321,河南,历史类,2025,750,3+1+2
317,317,1123,276444,河南,历史类,2025,750,3+1+2
315,315,2184,278628,河南,历史类,2025,750,3+1+2
313,313,2091,280719,河南,历史类,2025,750,3+1+2
311,311,2084,282803,河南,历史类,2025,750,3+1+2
310,310,1041,283844,河南,历史类,2025,750,3+1+2
309,309,993,284837,河南,历史类,2025,750,3+1+2
308,308,1006,285843,河南,历史类,2025,750,3+1+2
307,307,1019,286862,河南,历史类,2025,750,3+1+2
306,306,1020,287882,河南,历史类,2025,750,3+1+2
303,303,3062,290944,河南,历史类,2025,750,3+1+2
302,302,1023,291967,河南,历史类,2025,750,3+1+2
301,301,957,292924,河南,历史类,2025,750,3+1+2
300,300,1016,293940,河南,历史类,2025,750,3+1+2
299,299,978,294918,河南,历史类,2025,750,3+1+2
298,298,990,295908,河南,历史类,2025,750,3+1+2
297,297,987,296895,河南,历史类,2025,750,3+1+2
296,296,942,297837,河南,历史类,2025,750,3+1+2
295,295,913,298750,河南,历史类,2025,750,3+1+2
294,294,925,299675,河南,历史类,2025,750,3+1+2
293,293,906,300581,河南,历史类,2025,750,3+1+2
292,292,921,301502,河南,历史类,2025,750,3+1+2
291,291,896,302398,河南,历史类,2025,750,3+1+2
290,290,865,303263,河南,历史类,2025,750,3+1+2
288,288,1755,305018,河南,历史类,2025,750,3+1+2
287,287,877,305895,河南,历史类,2025,750,3+1+2
286,286,902,306797,河南,历史类,2025,750,3+1+2
285,285,845,307642,河南,历史类,2025,750,3+1+2
284,284,819,308461,河南,历史类,2025,750,3+1+2
283,283,813,309274,河南,历史类,2025,750,3+1+2
282,282,862,310136,河南,历史类,2025,750,3+1+2
281,281,850,310986,河南,历史类,2025,750,3+1+2
280,280,799,311785,河南,历史类,2025,750,3+1+2
279,279,770,312555,河南,历史类,2025,750,3+1+2
278,278,791,313346,河南,历史类,2025,750,3+1+2
277,277,754,314100,河南,历史类,2025,750,3+1+2
276,276,788,314888,河南,历史类,2025,750,3+1+2
275,275,786,315674,河南,历史类,2025,750,3+1+2
274,274,752,316426,河南,历史类,2025,750,3+1+2
273,273,715,317141,河南,历史类,2025,750,3+1+2
269,269,2930,320071,河南,历史类,2025,750,3+1+2
268,268,725,320796,河南,历史类,2025,750,3+1+2
267,267,725,321521,河南,历史类,2025,750,3+1+2
266,266,688,322209,河南,历史类,2025,750,3+1+2
265,265,658,322867,河南,历史类,2025,750,3+1+2
264,264,695,323562,河南,历史类,2025,750,3+1+2
263,263,686,324248,河南,历史类,2025,750,3+1+2
262,262,655,324903,河南,历史类,2025,750,3+1+2
261,261,614,325517,河南,历史类,2025,750,3+1+2
260,260,651,326168,河南,历史类,2025,750,3+1+2
259,259,675,326843,河南,历史类,2025,750,3+1+2
258,258,575,327418,河南,历史类,2025,750,3+1+2
255,255,1774,329192,河南,历史类,2025,750,3+1+2
254,254,591,329783,河南,历史类,2025,750,3+1+2
253,253,563,330346,河南,历史类,2025,750,3+1+2
252,252,581,330927,河南,历史类,2025,750,3+1+2
251,251,557,331484,河南,历史类,2025,750,3+1+2
250,250,522,332006,河南,历史类,2025,750,3+1+2
249,249,556,332562,河南,历史类,2025,750,3+1+2
247,247,1005,333567,河南,历史类,2025,750,3+1+2
245,245,978,334545,河南,历史类,2025,750,3+1+2
244,244,486,335031,河南,历史类,2025,750,3+1+2
243,243,457,335488,河南,历史类,2025,750,3+1+2
242,242,462,335950,河南,历史类,2025,750,3+1+2
241,241,439,336389,河南,历史类,2025,750,3+1+2
240,240,426,336815,河南,历史类,2025,750,3+1+2
239,239,454,337269,河南,历史类,2025,750,3+1+2
238,238,411,337680,河南,历史类,2025,750,3+1+2
237,237,415,338095,河南,历史类,2025,750,3+1+2
236,236,394,338489,河南,历史类,2025,750,3+1+2
235,235,390,338879,河南,历史类,2025,750,3+1+2
234,234,434,339313,河南,历史类,2025,750,3+1+2
232,232,801,340114,河南,历史类,2025,750,3+1+2
230,230,724,340838,河南,历史类,2025,750,3+1+2
229,229,341,341179,河南,历史类,2025,750,3+1+2
228,228,365,341544,河南,历史类,2025,750,3+1+2
227,227,290,341834,河南,历史类,2025,750,3+1+2
226,226,309,342143,河南,历史类,2025,750,3+1+2
225,225,332,342475,河南,历史类,2025,750,3+1+2
222,222,834,343309,河南,历史类,2025,750,3+1+2
221,221,276,343585,河南,历史类,2025,750,3+1+2
220,220,273,343858,河南,历史类,2025,750,3+1+2
219,219,246,344104,河南,历史类,2025,750,3+1+2
218,218,247,344351,河南,历史类,2025,750,3+1+2
217,217,252,344603,河南,历史类,2025,750,3+1+2
216,216,238,344841,河南,历史类,2025,750,3+1+2
215,215,228,345069,河南,历史类,2025,750,3+1+2
214,214,219,345288,河南,历史类,2025,750,3+1+2
213,213,227,345515,河南,历史类,2025,750,3+1+2
212,212,216,345731,河南,历史类,2025,750,3+1+2
211,211,222,345953,河南,历史类,2025,750,3+1+2
210,210,223,346176,河南,历史类,2025,750,3+1+2
209,209,176,346352,河南,历史类,2025,750,3+1+2
207,207,369,346721,河南,历史类,2025,750,3+1+2
206,206,186,346907,河南,历史类,2025,750,3+1+2
205,205,171,347078,河南,历史类,2025,750,3+1+2
204,204,166,347244,河南,历史类,2025,750,3+1+2
203,203,163,347407,河南,历史类,2025,750,3+1+2
202,202,180,347587,河南,历史类,2025,750,3+1+2
201,201,153,347740,河南,历史类,2025,750,3+1+2
200,200,133,347873,河南,历史类,2025,750,3+1+2
199,199,153,348026,河南,历史类,2025,750,3+1+2
198,198,153,348179,河南,历史类,2025,750,3+1+2
197,197,119,348298,河南,历史类,2025,750,3+1+2
196,196,131,348429,河南,历史类,2025,750,3+1+2
195,195,119,348548,河南,历史类,2025,750,3+1+2
194,194,117,348665,河南,历史类,2025,750,3+1+2
193,193,105,348770,河南,历史类,2025,750,3+1+2
192,192,112,348882,河南,历史类,2025,750,3+1+2
189,189,311,349193,河南,历史类,2025,750,3+1+2
188,188,112,349305,河南,历史类,2025,750,3+1+2
187,187,88,349393,河南,历史类,2025,750,3+1+2
186,186,108,349501,河南,历史类,2025,750,3+1+2
185,185,91,349592,河南,历史类,2025,750,3+1+2
184,184,84,349676,河南,历史类,2025,750,3+1+2
183,183,77,349753,河南,历史类,2025,750,3+1+2
182,182,86,349839,河南,历史类,2025,750,3+1+2
181,181,71,349910,河南,历史类,2025,750,3+1+2
180,180,77,349987,河南,历史类,2025,750,3+1+2
179,179,74,350061,河南,历史类,2025,750,3+1+2
178,178,80,350141,河南,历史类,2025,750,3+1+2
177,177,62,350203,河南,历史类,2025,750,3+1+2
176,176,76,350279,河南,历史类,2025,750,3+1+2
173,173,226,350505,河南,历史类,2025,750,3+1+2
172,172,59,350564,河南,历史类,2025,750,3+1+2
171,171,47,350611,河南,历史类,2025,750,3+1+2
170,170,46,350657,河南,历史类,2025,750,3+1+2
169,169,64,350721,河南,历史类,2025,750,3+1+2
168,168,52,350773,河南,历史类,2025,750,3+1+2
166,166,82,350855,河南,历史类,2025,750,3+1+2
164,164,97,350952,河南,历史类,2025,750,3+1+2
163,163,43,350995,河南,历史类,2025,750,3+1+2
162,162,44,351039,河南,历史类,2025,750,3+1+2
161,161,36,351075,河南,历史类,2025,750,3+1+2
160,160,49,351124,河南,历史类,2025,750,3+1+2
159,159,44,351168,河南,历史类,2025,750,3+1+2
158,158,40,351208,河南,历史类,2025,750,3+1+2
157,157,40,351248,河南,历史类,2025,750,3+1+2
156,156,40,351288,河南,历史类,2025,750,3+1+2
155,155,34,351322,河南,历史类,2025,750,3+1+2
154,154,34,351356,河南,历史类,2025,750,3+1+2
153,153,37,351393,河南,历史类,2025,750,3+1+2
151,151,71,351464,河南,历史类,2025,750,3+1+2
149,149,52,351516,河南,历史类,2025,750,3+1+2
148,148,23,351539,河南,历史类,2025,750,3+1+2
147,147,34,351573,河南,历史类,2025,750,3+1+2
146,146,31,351604,河南,历史类,2025,750,3+1+2
145,145,25,351629,河南,历史类,2025,750,3+1+2
144,144,23,351652,河南,历史类,2025,750,3+1+2
141,141,67,351719,河南,历史类,2025,750,3+1+2
140,140,23,351742,河南,历史类,2025,750,3+1+2
139,139,25,351767,河南,历史类,2025,750,3+1+2
138,138,29,351796,河南,历史类,2025,750,3+1+2
137,137,21,351817,河南,历史类,2025,750,3+1+2
136,136,23,351840,河南,历史类,2025,750,3+1+2
135,135,22,351862,河南,历史类,2025,750,3+1+2
134,134,18,351880,河南,历史类,2025,750,3+1+2
133,133,15,351895,河南,历史类,2025,750,3+1+2
132,132,12,351907,河南,历史类,2025,750,3+1+2
131,131,18,351925,河南,历史类,2025,750,3+1+2
130,130,21,351946,河南,历史类,2025,750,3+1+2
129,129,19,351965,河南,历史类,2025,750,3+1+2
128,128,17,351982,河南,历史类,2025,750,3+1+2
126,126,18,352000,河南,历史类,2025,750,3+1+2
125,125,13,352013,河南,历史类,2025,750,3+1+2
124,124,7,352020,河南,历史类,2025,750,3+1+2
123,123,13,352033,河南,历史类,2025,750,3+1+2
122,122,6,352039,河南,历史类,2025,750,3+1+2
121,121,10,352049,河南,历史类,2025,750,3+1+2
120,120,7,352056,河南,历史类,2025,750,3+1+2
119,119,9,352065,河南,历史类,2025,750,3+1+2
118,118,11,352076,河南,历史类,2025,750,3+1+2
117,117,5,352081,河南,历史类,2025,750,3+1+2
116,116,7,352088,河南,历史类,2025,750,3+1+2
111,111,37,352125,河南,历史类,2025,750,3+1+2
110,110,4,352129,河南,历史类,2025,750,3+1+2
108,108,8,352137,河南,历史类,2025,750,3+1+2
107,107,4,352141,河南,历史类,2025,750,3+1+2
106,106,5,352146,河南,历史类,2025,750,3+1+2
105,105,6,352152,河南,历史类,2025,750,3+1+2
104,104,3,352155,河南,历史类,2025,750,3+1+2
